FSC,DSEC,PTE,IVP,RBU,EMC_Final,label,model
0.42461910184433355,1.0,0.7357652,0.08942919915321583,1.0,0.2053129348330491,0.0,llama-3.1-8b-instant
0.3416311193936763,1.0,0.600472,0.047180028839592485,1.0,0.13085388174593932,0.0,qwen/qwen3-32b
0.34989688579827993,1.0,0.6503316,0.05629469352223216,1.0,0.1471776789904585,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.40058011596156284,1.0,0.6283444,0.06607729463440475,1.0,0.1734226565223186,0.0,llama-3.1-8b-instant
0.32843976681399767,1.0,0.6397145,0.049756714063864386,1.0,0.13278168977617574,0.0,qwen/qwen3-32b
0.3792218463449891,1.0,0.8887158,0.14626557493886244,1.0,0.27656198124904324,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3814446165595666,1.0,0.9249674,0.186073603978828,1.0,0.3203175308695133,0.0,llama-3.1-8b-instant
0.31199454957130573,0.9999993,0.7705554,0.08263623285014014,0.99727654,0.20218227196261607,0.0,qwen/qwen3-32b
0.22398108333214023,1.0,0.910788,0.0915397885497568,1.0,0.17254566647455433,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.35410738996271407,1.0,0.63609266,0.0540938389222079,1.0,0.14299569150369223,0.0,llama-3.1-8b-instant
0.3465055856789497,1.0,0.658993,0.057406732087431606,1.0,0.1537252777427349,0.0,qwen/qwen3-32b
0.2617526001700061,1.0,0.7411553,0.0500758381260612,1.0,0.12042508817969572,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3582251584320606,1.0,0.77688,0.08180174925619174,1.0,0.18041568515075251,0.0,llama-3.1-8b-instant
0.3370495294758653,1.0,0.612131,0.04697254593066176,1.0,0.13093944046765518,0.0,qwen/qwen3-32b
0.30818103131991287,1.0,0.8042307,0.07842329698189003,1.0,0.17034480465705784,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.33902460618455044,1.0,0.6390977,0.051696919564191285,1.0,0.13535792392526216,0.0,llama-3.1-8b-instant
0.2923224149295017,1.0,0.61385906,0.039844649621121914,1.0,0.11036840075088167,0.0,qwen/qwen3-32b
0.3536382048574671,1.0,0.6925417,0.06513685754764321,1.0,0.16434730370113393,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.42019539682294477,0.99999994,0.64548826,0.07462483325340484,0.99999994,0.1926737069982587,0.0,llama-3.1-8b-instant
0.3239736529991382,1.0,0.5943668,0.04371265238368532,1.0,0.1233218873016305,0.0,qwen/qwen3-32b
0.5268224694255341,1.0,0.88437545,0.2927181010447374,0.9999968,0.508624215158714,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.30043527911297674,1.0,0.67749774,0.048378780140744766,1.0,0.12322880371009855,0.0,llama-3.1-8b-instant
0.26509753461015484,1.0,0.65468884,0.03941939093496882,1.0,0.1067175475059283,0.0,qwen/qwen3-32b
0.29396204528913095,1.0,0.6847564,0.04814098500337621,1.0,0.11992808615873712,0.0,meta-llama/llama-4-scout-17b-16e-instruct
